name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,runtime
The Albany,Douglas Way,NA,NA,Lewisham,https://www.thealbany.org.uk/,100024000000,E09000023,New Cross,E05000449,-0.029025428427221285,51.47839272901002,536744.2583966389,177442.97015710623,10/17/2021
London Theatre Workshop,88 Gracechurch Street Leadenhall Market,NA,NA,City and County of the City of London,http://londontheatreworkshop.co.uk/,200000000000,E09000001,Cornhill,E05009301,-0.08576441669209044,51.51334896595911,532703.7000459081,181224.88174840284,10/17/2021
Harrow Arts Centre,171 Uxbridge road, Hatch End,NA,Harrow,https://harrowarts.com/,200000000000,E09000015,Hatch End,E05000291,-0.3640872283515281,51.60897493234853,513158.4273770096,191388.45758166607,10/17/2021
Above The Stag Theatre,72 Albert Embankment, Vauxhall,NA,Wandsworth,http://www.abovethestag.com/,200000000000,E09000032,Queenstown,E05000620,-0.12738245267705625,51.48312519057925,529902.638002836,177789.89277203818,10/17/2021
Ovalhouse,52-54 Kennington Oval, London,NA,Lambeth,http://www.ovalhouse.com/,200000000000,E09000022,Oval,E05000426,-0.11875235766670912,51.484273221589945,530498.4217624071,177932.89326832263,10/17/2021
The Old Vic,The Cut, Lambeth,NA,Lambeth,https://www.oldvictheatre.com/,200000000000,E09000022,Bishop's,E05000416,-0.1106267361802584,51.50244960180335,531010.2893590736,179968.2595818375,10/17/2021
National Theatre,Upper Ground, Lambeth,NA,Lambeth,NA,200001000000,E09000022,Bishop's,E05000416,-0.11566833815977796,51.507377052777706,530646.3699257158,180507.07093142404,10/17/2021
Walthamstow Assembly Hall,Town Hall, Forest Rd, Walthamstow,Waltham Forest,http://www.forestvenues.london/venues/walthamstow-assembly-hall-wah17,200001000000,E09000031,Chapel End,E05000592,-0.015091780305388151,51.59167048731068,537369.7901174449,190063.057036924,10/17/2021
Ye Olde Rose and Crown,53 Hoe Street, Walthamstow,NA,Waltham Forest,http://www.yeolderoseandcrowntheatrepub.co.uk/,200001000000,E09000031,William Morris,E05000608,-0.0219549590383679,51.587486606512066,536907.1109312952,189585.0299256277,10/17/2021
Victoria Palace,Victoria St, Westminster,NA,City of Westminster,http://www.victoriapalacetheatre.co.uk/,200002000000,E09000033,St. James's,E05000644,-0.14394937226188534,51.4975144949599,528712.0611476657,179360.39296899847,10/17/2021
Andrew Lloyd Webber Foundation Theatre,Arts Ed, 14 Bath Rd, Chiswick,Hounslow,http://www.reallyusefultheatres.co.uk/our-group/andrew-lloyd-webber,200003000000,E09000018,Chiswick Homefields,E05000348,-0.2540036758023545,51.496470580233506,521077.65496072697,179056.33520552283,10/17/2021
Union Theatre,Old Union Arches, 229 Union St,NA,Southwark,http://www.uniontheatre.biz/,200003000000,E09000028,Borough & Bankside,E05011095,-0.10337947810822057,51.503860599984975,531509.0851294284,180138.14491707587,10/17/2021
LSMT,London School of Musical Theatre, 83 Borough Rd,NA,Southwark,https://www.lsmt.co.uk/,200003000000,E09000028,St. George's,E05011114,-0.10028968462705586,51.49951305784285,531736.011227761,179660.34808189672,10/17/2021
Southwark Playhouse,77-85 Newington Causeway, London,NA,Southwark,http://southwarkplayhouse.co.uk/,200003000000,E09000028,St. George's,E05011114,-0.09978170345679611,51.498210191210504,531775.0205560003,179516.41153435636,10/17/2021
The Calder Bookshop & Theatre,51 The Cut,NA,NA,Lambeth,http://calderbookshop.com/,200003000000,E09000022,Bishop's,E05000416,-0.10831998476935922,51.50354554098729,531167.1977048485,180094.24171898043,10/17/2021
Shakespeares Globe,21 New Globe Walk,NA,NA,Southwark,http://www.shakespearesglobe.com/,200003000000,E09000028,Borough & Bankside,E05011095,-0.0981810966698339,51.50862324904411,531856.0121425901,180677.01912720065,10/17/2021
The Rose Playhouse,56 Park St,NA,NA,Southwark,http://www.roseplayhouse.org.uk/,200003000000,E09000028,Borough & Bankside,E05011095,-0.09786911044328343,51.50781832827308,531879.9823717175,180588.09059789247,10/17/2021
The MCT,Alleyn's School, Townley Road,NA,Southwark,https://mct.alleyns.org.uk/,200003000000,E09000028,Goose Green,E05011103,-0.08357669201920563,51.45529877946817,533024.4403074962,174774.89962957008,10/17/2021
"The Old Library, Theatre Deli",39 Wells Way,NA,NA,Southwark,https://www.theatredeli.co.uk/about-the-old-library,200003000000,E09000028,Faraday,E05011102,-0.08717436067960137,51.48312387788948,532693.7119535195,177861.9293000287,10/17/2021
Greenwood Theatre,55 Weston St,NA,NA,Southwark,https://www.kcl.ac.uk/greenwood/index.aspx,200003000000,E09000028,London Bridge & West Bermondsey,E05011104,-0.08750403497236084,51.50311794932499,532612.7428040747,180084.25083071907,10/17/2021
Menier Chocolate Factory,53 Southwark St,NA,NA,Southwark,https://www.menierchocolatefactory.com/,200004000000,E09000028,Borough & Bankside,E05011095,-0.09607722888139904,51.50517260421037,532011.9503969132,180297.1728063487,10/17/2021
Chiswick House,Chiswick House and Gardens, Burlington Lane, Chiswick,Hounslow,http://chiswickhouseandgardens.org.uk/,200004000000,E09000018,Chiswick Riverside,E05000349,-0.25892266672951636,51.48660866624159,520762.37317073415,177951.7322174189,10/17/2021
Old Sorting Office Barnes,49 Station Rd,NA,NA,Richmond upon Thames,http://www.osoarts.org.uk/,,E09000027,Mortlake and Barnes Common,E05000525,-0.24842813211950596,51.47279382625401,521527.5836781624,176433.1620613489,10/17/2021
